Adult_mortality,Under_five_deaths,Alcohol_consumption,GDP_per_capita,Population_mln,Region_Central America and Caribbean,Economy_status_Developed,Region_South America,BMI,Year,Incidents_HIV,Region_European Union,Region_Oceania,Hepatitis_B,Region_Middle East,Region_Asia,Schooling,Life_expectancy
76.0535,6.4,2.79,27493.0,6.57,0,1,0,26.3,2002,0.08,0,0,98,1,0,12.1,79.5
72.379,4.1,10.57,29268.875,11.21,0,1,0,26.1,2014,0.08,1,0,98,0,0,11.5,81.3
388.763,107.3,0.69,463.0,22.89,0,0,0,22.3,2009,1.03,0,0,74,0,0,3.1,51.7
246.5985,73.0,0.038,2536.0,20.11,0,0,0,22.8,2005,0.02,0,0,80,1,0,1.9,63.5
368.141,61.3,3.84,1445.0,13.81,0,0,0,23.8,2015,1.03,0,0,87,0,0,8.2,59.5
81.8995,11.4,0.013,29268.875,2.27,0,0,0,28.7,2005,0.13,0,0,99,1,0,5.8,73.5
236.9375,59.3,0.78,2077.0,7.14,0,0,0,24.9,2009,0.36,0,1,66,0,0,3.9,61.7
260.0235,95.9,4.47,497.0,56.0725,0,0,0,21.9,2015,0.35,0,0,81,0,0,6.4,59.3
334.6205,133.5,7.82,12908.0,0.75,0,0,0,23.1,2005,1.03,0,0,51,0,0,5.4,54.4
79.765,11.0,1.98,22423.0,0.83,0,0,0,25.3,2004,0.05,0,0,98,1,0,8.4,75.2
111.937,4.4,10.01,18568.0,2.0,0,1,0,25.6,2004,0.03,1,0,88,0,0,12.0,77.2
60.8255,4.0,9.9,29268.875,23.48,0,1,0,27.1,2014,0.04,0,1,91,0,0,12.7,82.3
153.912,23.3,2.69,2121.0,8.32,1,0,0,26.1,2010,0.08,0,0,97,0,0,5.4,73.3
164.1015,5.5,16.61,16608.0,1.34,0,1,0,26.0,2008,0.08,1,0,94,0,0,12.3,73.8
116.6365,15.7,7.84,16952.0,0.28,1,0,0,26.9,2005,0.55,0,0,92,0,0,9.2,77.9
92.8345,17.3,1.48,4098.0,11.06,0,0,0,26.2,2014,0.04,0,0,98,0,0,6.9,75.7
397.8705,140.2,3.06,588.0,7.17,0,0,0,22.7,2015,0.85,0,0,86,0,0,3.4,52.9
456.61306250000007,119.2,5.62,2662.0,1.02,0,0,0,25.7,2003,1.03,0,0,90,0,0,3.4,43.4
123.006,16.0,4.49,3283.0,2.03,0,0,0,25.6,2000,0.08,0,0,72,0,0,6.5,72.9
257.958,100.9,7.03,653.0,18.11,0,0,0,22.1,2015,0.16,0,0,91,0,0,1.4,59.9
132.246,40.1,0.01,1185.0,56.0725,0,0,0,21.5,2014,0.01,0,0,97,0,1,5.2,71.2
117.105,18.9,1.84,3961.0,0.19,0,0,0,31.199999999999996,2013,0.17,0,1,60,0,0,10.3,72.4
88.0225,6.5,10.82,29268.875,56.0725,0,1,0,26.3,2000,0.08,0,0,88,0,0,11.7,77.7
71.2685,5.8,8.4,29268.875,33.63,0,1,0,26.8,2009,0.1,0,0,51,0,0,12.5,81.0
191.1225,41.0,2.36,3428.0,13.21,1,0,0,25.6,2006,0.19,0,0,89,0,0,3.7,70.1
147.7405,24.4,1.95,2355.0,29.77,0,0,0,26.3,2012,0.14,0,0,99,0,1,11.1,70.2
137.808,10.0,7.16,13987.0,0.09,1,0,0,26.1,2010,0.1,0,0,98,0,0,9.2,75.8
67.264,5.3,2.3,29268.875,7.05,0,1,0,26.6,2006,0.08,0,0,96,1,0,12.1,80.6
300.923,150.4875,3.56,552.0,1.31,0,0,0,22.5,2004,1.03,0,0,83,0,0,2.3,51.9
456.61306250000007,115.1,11.06,593.0,26.82,0,0,0,21.5,2004,1.03,0,0,62,0,0,4.4,50.6
238.1335,50.8,0.15,1840.0,0.66,0,0,0,23.0,2007,0.19,0,0,95,0,1,2.3,66.7
202.3775,27.3,4.66,7310.0,0.49,0,0,1,25.7,2004,0.91,0,0,84,0,0,7.7,68.6
238.9705,60.8,0.77,1991.0,6.98,0,0,0,24.9,2008,0.39,0,1,59,0,0,3.8,61.4
368.724,96.3,0.97,523.0,24.86,0,0,0,22.5,2012,1.03,0,0,76,0,0,3.3,53.9
243.807,86.8,3.69,1172.0,5.75,0,0,0,21.6,2005,0.16,0,0,51,0,1,4.2,61.6
85.3885,21.5,4.42,2522.0,3.03,0,0,0,25.5,2004,0.02,0,0,99,0,0,9.1,75.0
332.218,150.4875,6.79,6983.0,0.63,0,0,0,22.7,2001,1.03,0,0,51,0,0,5.4,53.6
340.4565,150.4875,0.21,657.0,8.59,0,0,0,21.9,2002,1.03,0,0,57,0,0,1.5,51.5
118.895,20.7,0.86,1423.0,17.42,0,0,0,27.1,2003,0.13,0,0,81,1,0,5.1,74.0
298.3365,94.4,3.56,1304.0,8.9,1,0,0,23.7,2003,1.03,0,0,60,0,0,4.1,58.0
218.0415,38.2,5.87,4682.0,0.75,0,0,1,25.7,2009,0.68,0,0,98,0,0,8.0,67.8
149.3995,34.4,3.86,1983.0,0.44,0,0,0,23.4,2001,0.39,0,0,66,0,0,3.7,69.1
262.7215,96.7,3.73,680.0,4.02,0,0,0,23.9,2011,1.03,0,0,77,0,0,4.2,60.1
114.561,15.6,8.12,17914.0,0.28,1,0,0,27.0,2006,0.52,0,0,84,0,0,9.2,78.0
456.61306250000007,74.4,2.29,3298.0,1.88,0,0,0,23.2,2003,1.03,0,0,83,0,0,5.8,50.6
248.7515,81.2,0.04,2447.0,18.99,0,0,0,22.6,2003,0.02,0,0,51,1,0,1.6,62.4
92.6785,11.3,0.44,19654.0,3.76,0,0,0,26.1,2013,0.05,0,0,98,1,0,8.9,76.4
87.237,9.3,3.12,11355.0,4.8,1,0,0,27.2,2014,0.19,0,0,91,0,0,8.6,79.4
282.0,113.0,0.24,738.0,10.65,0,0,0,22.7,2012,0.79,0,0,62,0,0,2.4,57.9
456.61306250000007,116.5,2.77,874.0,1.99,0,0,0,24.4,2006,1.03,0,0,91,0,0,5.4,42.6
204.097,44.1,2.0,3968.0,5.01,0,0,0,25.7,2009,0.08,0,0,97,0,1,9.9,66.4
395.725,133.5,8.65,401.0,8.56,0,0,0,21.2,2003,1.03,0,0,96,0,0,2.6,52.2
229.173,45.2,7.36,3947.0,0.75,0,0,1,24.8,2001,0.98,0,0,85,0,0,7.8,65.5
142.2675,7.8,9.19,8275.0,38.18,0,1,0,25.7,2004,0.08,1,0,98,0,0,11.6,74.8
112.171,18.4,0.35,4275.0,8.52,0,0,0,28.8,2013,0.13,0,0,98,1,0,9.9,73.9
81.649,6.9,8.92,29268.875,4.03,0,1,0,27.0,2003,0.03,0,1,89,0,0,11.6,79.1
275.155,78.3,1.25,554.0,7.14,0,0,0,23.4,2014,0.72,0,0,87,0,0,4.7,59.6
186.9555,36.7,0.071,2514.0,56.0725,0,0,0,22.3,2008,0.21,0,0,82,0,1,7.1,68.5
287.5005,89.4,3.49,1284.0,9.2,1,0,0,23.9,2005,1.03,0,0,60,0,0,4.3,58.7
265.5145,68.8,0.58,1801.0,6.1,0,0,0,24.3,2002,0.64,0,1,60,0,0,3.4,59.7
253.126,98.0,0.12,482.0,19.24,0,0,0,21.7,2014,0.06,0,0,68,0,0,1.7,60.1
138.1465,14.2,10.25,4432.0,0.6,0,0,0,25.2,2000,0.01,0,0,91,0,0,10.3,73.2
165.538,15.2,9.23,29268.875,0.36,1,0,0,27.6,2011,0.46,0,0,95,0,0,11.0,72.3
114.049,8.2,8.33,29268.875,56.0725,0,1,0,27.8,2002,0.13,0,0,88,0,0,12.7,76.9
160.6245,27.9,3.03,2063.0,7.63,1,0,0,25.6,2006,0.14,0,0,94,0,0,4.8,72.3
148.889,10.8,6.95,5840.0,56.0725,0,0,0,24.3,2015,0.16,0,0,99,0,1,7.6,76.1
255.8815,91.9,0.15,1166.0,0.64,0,0,0,23.5,2007,0.02,0,0,75,0,0,3.5,60.7
406.702,100.2,0.9,2072.0,3.41,0,0,0,22.3,2003,1.03,0,0,71,0,0,5.7,53.8
355.612,149.4,6.62,306.0,6.53,0,0,0,20.7,2001,1.03,0,0,87,0,0,1.9,49.9
125.0305,22.3,5.07,8338.0,3.39,1,0,0,26.1,2006,0.4,0,0,88,0,0,9.1,76.1
82.159,6.4,8.6,18643.0,10.81,0,1,0,26.7,2000,0.03,1,0,89,0,0,8.6,77.9
456.61306250000007,95.0,2.35,1091.0,12.16,0,0,0,23.5,2006,1.03,0,0,68,0,0,6.8,43.9
211.7,9.3,12.16,11417.0,1.38,0,1,0,25.6,2002,0.08,1,0,93,0,0,11.9,70.9
78.4095,5.6,10.66,29268.875,56.0725,0,1,0,26.9,2008,0.08,0,0,88,0,0,12.8,79.6
133.54,28.8,1.39,2759.0,0.26,0,0,0,26.1,2014,0.17,0,1,64,0,0,6.8,69.7
104.5215,7.3,8.56,29268.875,56.0725,0,1,0,28.5,2010,0.13,0,0,92,0,0,13.2,78.5
155.9065,15.2,11.06,7450.0,20.88,0,1,0,25.6,2007,0.04,1,0,99,0,0,10.5,72.6
80.04,5.9,10.93,29268.875,56.0725,0,1,0,26.8,2006,0.08,0,0,88,0,0,12.4,79.2
230.8795,12.3,8.97,2215.0,46.05,0,0,0,26.2,2009,0.3,0,0,66,0,0,11.3,69.2
251.749,65.8,0.32,2653.0,0.91,0,0,0,24.0,2015,0.22,0,0,84,0,0,4.1,64.1
231.9445,58.5,0.04,2311.0,23.81,0,0,0,23.4,2011,0.03,0,0,69,1,0,2.8,65.8
272.1635,103.6,3.76,634.0,3.75,0,0,0,23.7,2009,1.03,0,0,64,0,0,4.0,59.0
338.17,108.9,0.21,310.0,56.0725,0,0,0,20.1,2005,0.65,0,0,52,0,0,1.9,56.2
77.9145,4.1,11.73,29268.875,56.0725,0,1,0,25.0,2013,0.1,1,0,74,0,0,11.2,82.2
138.2035,29.3,1.84,2817.0,0.25,0,0,0,26.0,2012,0.17,0,1,64,0,0,6.8,69.4
127.294,28.2,0.36,5506.0,9.54,0,0,0,26.8,2014,0.05,0,0,94,0,1,10.7,72.0
56.6155,4.0,6.95,29268.875,56.0725,0,1,0,25.7,2010,0.08,1,0,96,0,0,9.7,82.0
164.871,28.9,1.59,2907.0,0.11,0,0,0,29.6,2015,0.17,0,1,78,0,0,8.0,67.3
280.0665,127.4,1.46,943.0,7.52,0,0,0,22.4,2003,0.88,0,0,73,0,0,2.7,56.4
77.0385,6.2,10.17,29268.875,19.15,0,1,0,26.2,2000,0.04,0,1,95,0,0,11.9,79.2
87.7925,4.4,12.95,29268.875,56.0725,0,1,0,25.0,2007,0.11,1,0,51,0,0,10.7,81.1
59.577,7.0,6.14,18134.0,0.4,0,1,0,27.1,2005,0.08,1,0,85,0,0,9.8,79.3
438.6405,58.6,6.87,5612.0,1.88,0,0,0,24.0,2007,1.03,0,0,93,0,0,8.5,55.0
111.4545,15.8,1.47,9587.0,56.0725,0,0,0,27.6,2012,0.08,0,0,97,1,0,7.5,75.4
152.5305,11.8,6.89,5654.0,56.0725,0,0,0,24.1,2013,0.19,0,0,99,0,1,7.5,75.4
162.3465,29.2,3.02,1981.0,7.46,1,0,0,25.4,2005,0.18,0,0,97,0,0,4.7,72.0
136.8525,19.4,0.01,6670.0,6.25,0,0,0,27.7,2011,0.09,0,0,98,0,0,7.3,72.0
299.375,144.5,3.69,562.0,1.34,0,0,0,22.6,2005,1.03,0,0,83,0,0,2.3,52.3
167.92,6.0,10.43,12796.0,2.01,0,1,0,26.5,2013,0.26,1,0,94,0,0,12.7,74.0
161.711,14.6,9.23,29268.875,0.37,1,0,0,27.8,2013,0.36,0,0,97,0,0,11.1,72.6
59.613,9.1,1.07,29268.875,1.86,0,0,0,28.5,2010,0.05,0,0,97,1,0,8.4,79.1
165.809,35.0,5.49,5969.0,9.93,1,0,0,26.1,2012,0.46,0,0,74,0,0,7.5,72.5
124.38,5.5,13.9,12312.0,10.26,0,1,0,26.5,2000,0.08,1,0,92,0,0,10.6,75.0
232.029,13.3,6.68,7245.0,2.34,0,1,0,25.6,2001,0.21,1,0,96,0,0,10.0,70.8
123.2,3.3,17.29,17097.0,1.31,0,1,0,26.3,2014,0.08,1,0,93,0,0,12.6,77.0
104.1335,27.4,0.35,3918.0,35.98,0,0,0,25.1,2010,0.02,0,0,95,0,0,7.1,74.9
132.0885,32.5,0.52,5195.0,9.3,0,0,0,26.6,2012,0.07,0,0,88,0,1,10.7,71.5
337.337,150.4875,0.0001,237.0,10.76,0,0,0,22.5,2006,0.13,0,0,51,0,0,2.1,52.7
166.1845,26.1,3.59,1709.0,5.67,1,0,0,26.5,2008,0.12,0,0,97,0,0,5.8,71.9
129.6545,8.2,0.49,7275.0,25.69,0,0,0,24.5,2005,0.21,0,0,96,0,1,7.6,73.6
155.0705,16.0,1.5,3952.0,0.1,0,0,0,31.199999999999996,2002,0.17,0,1,88,0,0,9.1,69.8
53.8245,2.8,1.86,29268.875,5.4,0,0,0,23.6,2013,0.09,0,0,97,0,1,11.4,82.2
255.781,46.3,1.03,9011.0,0.35,0,0,0,20.7,2015,0.1,0,0,95,0,0,3.9,64.7
222.743,7.3,13.79,12425.0,3.2,0,1,0,26.3,2008,0.08,1,0,96,0,0,12.2,71.8
152.5765,17.9,7.13,8966.0,56.0725,0,0,1,26.0,2011,0.25,0,0,98,0,0,7.1,73.9
254.9705,91.7,0.01,473.0,28.39,0,0,0,22.6,2009,0.02,0,0,63,0,1,3.1,60.5
72.1705,4.1,6.37,29268.875,4.62,0,1,0,26.0,2005,0.03,0,0,88,0,0,12.4,80.0
135.872,29.1,1.61,2751.0,0.26,0,0,0,26.0,2013,0.17,0,1,64,0,0,6.8,69.6
456.61306250000007,146.1,11.68,517.0,23.65,0,0,0,21.2,2000,1.03,0,0,52,0,0,3.9,46.2
285.0805,87.6,3.25,686.0,1.59,0,0,0,22.9,2006,1.03,0,0,95,0,0,2.5,58.3
127.413,15.1,7.31,16277.0,0.27,1,0,0,26.5,2000,0.61,0,0,93,0,0,9.0,77.2
177.8395,24.7,6.03,1081.0,5.72,0,0,0,26.2,2013,0.13,0,0,97,0,1,10.7,70.2
233.3245,66.0,2.36,2363.0,4.56,0,0,0,24.8,2001,0.08,0,0,96,0,1,9.9,63.8
192.969,10.1,12.23,8971.0,10.21,0,1,0,25.9,2000,0.08,1,0,88,0,0,10.2,71.2
124.3175,34.6,1.74,6544.0,0.29,0,0,0,23.3,2001,0.17,0,0,98,0,1,3.1,71.0
67.5135,5.9,9.17,29268.875,4.41,0,1,0,27.8,2012,0.03,0,1,93,0,0,12.1,81.2
203.574,47.7,6.31,751.0,11.37,0,0,0,22.0,2015,0.59,0,0,98,0,0,4.0,67.5
201.674,10.2,8.73,2466.0,45.49,0,0,0,26.4,2013,0.24,0,0,51,0,0,11.3,71.2
332.154,115.3,7.2,15906.0,0.9,0,0,0,23.4,2009,1.03,0,0,51,0,0,5.5,55.3
68.768,3.7,7.98,29268.875,56.0725,0,1,0,22.6,2005,0.17,0,0,83,0,1,11.2,81.9
73.2125,2.9,11.98,29268.875,0.5,0,1,0,26.1,2009,0.09,1,0,95,0,0,11.8,80.6
89.671,5.1,12.05,29268.875,10.42,0,1,0,25.7,2004,0.08,1,0,64,0,0,10.5,78.9
127.4215,22.2,2.68,2315.0,56.0725,0,0,0,21.5,2013,0.13,0,0,59,0,1,7.9,75.0
241.32,62.4,0.038,2574.0,21.89,0,0,0,23.1,2008,0.03,0,0,78,1,0,2.3,64.9
102.857,4.4,8.55,6307.0,0.62,0,0,0,26.4,2014,0.03,0,0,87,0,0,11.3,76.4
271.4905,104.1,0.026,354.0,26.43,0,0,0,22.3,2006,0.02,0,0,64,0,1,2.7,58.8
200.751,43.1,2.9,4266.0,5.09,0,0,0,25.8,2010,0.08,0,0,96,0,1,9.9,66.7
144.2975,28.1,0.012,10747.0,5.36,0,0,0,26.9,2000,0.05,0,0,92,0,0,5.6,70.9
139.7475,20.9,8.93,10148.0,0.18,1,0,0,29.4,2013,0.4,0,0,99,0,0,8.4,75.3
184.7965,16.1,2.45,3636.0,6.3,1,0,0,27.5,2014,0.19,0,0,93,0,0,6.5,72.2
120.8335,5.5,12.8,16241.0,1.99,0,1,0,25.4,2000,0.02,1,0,88,0,0,11.6,75.4
88.761,16.4,1.96,6517.0,4.39,0,0,0,26.6,2003,0.02,0,0,74,1,0,7.5,76.0
215.093,52.0,6.15,683.0,10.81,0,0,0,21.9,2013,0.75,0,0,98,0,0,3.8,66.2
247.6745,76.9,0.06,2472.0,19.54,0,0,0,22.7,2004,0.02,0,0,51,1,0,1.7,62.9
109.9355,34.1,2.81,2360.0,56.0725,0,0,0,22.5,2001,0.1,0,0,65,0,1,6.5,71.7
127.8375,25.3,0.51,3849.0,5.32,0,0,0,28.0,2002,0.13,0,0,95,1,0,9.6,72.1
130.99,39.0,1.99,6982.0,0.28,0,0,0,23.1,2000,0.17,0,0,96,0,1,3.0,70.2
92.9715,11.5,0.0,19813.0,28.27,0,0,0,28.1,2011,0.13,0,0,98,1,0,9.1,74.1
65.136,3.5,7.28,29268.875,56.0725,0,1,0,22.6,2007,0.17,0,0,83,0,1,11.3,82.5
153.489,64.6,0.0004,769.0,56.0725,0,0,0,20.6,2005,0.01,0,0,51,0,1,4.5,67.8
208.323,46.9,3.51,2415.0,9.72,0,0,1,25.6,2008,0.18,0,0,88,0,0,7.6,66.9
91.975,5.2,12.46,29268.875,56.0725,0,1,0,25.8,2001,0.08,1,0,86,0,0,11.7,78.3
324.7675,150.4875,0.18,628.0,8.24,0,0,0,21.8,2000,1.03,0,0,57,0,0,1.5,51.2
163.8125,28.3,1.65,3995.0,15.57,1,0,0,26.5,2015,0.03,0,0,74,0,0,6.3,73.3
107.7635,26.1,1.15,2980.0,9.87,0,0,0,25.3,2002,0.01,0,0,93,0,0,5.2,73.6
261.6095,16.6,7.13,1660.0,48.2,0,0,0,25.8,2002,0.55,0,0,51,0,0,10.5,68.3
71.28,4.1,6.5,29268.875,8.9,0,1,0,25.2,2001,0.08,1,0,60,0,0,11.5,79.8
220.997,9.4,9.77,9622.0,56.0725,0,0,0,26.2,2013,0.08,0,0,97,0,0,11.8,70.6
78.776,29.5,0.46,2631.0,32.78,0,0,0,25.5,2011,0.05,0,0,98,0,0,4.4,74.7
110.264,8.9,4.5,3502.0,3.77,0,0,0,25.0,2005,0.08,0,0,93,0,0,7.4,75.2
199.4,56.2,1.31,1088.0,51.85,0,0,0,22.4,2013,0.31,0,0,75,0,1,4.7,64.9
262.1635,98.9,3.35,1016.0,5.49,0,0,0,21.3,2002,0.15,0,0,51,0,1,4.0,59.9
71.642,10.7,0.1,29268.875,2.82,0,0,0,29.0,2009,0.13,0,0,99,1,0,6.6,74.2
108.5945,8.6,4.72,3691.0,3.77,0,0,0,25.1,2006,0.08,0,0,90,0,0,7.4,75.3
87.8075,3.2,12.5,29268.875,0.47,0,1,0,25.9,2006,0.08,1,0,95,0,0,11.5,79.3
379.9755,138.3,10.58,2286.0,56.0725,0,0,0,22.9,2009,0.79,0,0,63,0,0,5.2,50.4
159.492,59.7,0.55,1919.0,8.23,0,0,0,25.8,2003,0.2,0,0,51,0,1,10.6,67.8
449.9005,129.7,5.96,568.0,33.5,0,0,0,22.1,2000,1.03,0,0,92,0,0,4.2,50.8
73.8445,6.0,8.2,29268.875,32.57,0,1,0,26.7,2006,0.1,0,0,51,0,0,12.3,80.3
89.12,9.6,0.0,20328.0,30.92,0,0,0,28.3,2014,0.13,0,0,98,1,0,9.5,74.5
246.0945,92.9,8.1,3207.0,26.94,0,0,0,23.2,2014,0.97,0,0,64,0,0,4.9,58.8
133.0055,17.1,7.63,10389.0,38.49,0,0,1,26.5,2004,0.15,0,0,81,0,0,9.2,74.3
147.7055,34.2,0.012,3967.0,56.0725,0,0,0,25.1,2001,0.11,0,0,94,1,0,6.4,70.6
146.13,48.6,0.85,3501.0,8.48,0,0,0,26.0,2006,0.17,0,0,52,0,1,10.7,69.3
150.659,28.8,1.17,2877.0,0.22,0,0,0,25.8,2008,0.17,0,1,61,0,0,6.6,68.8
350.8275,150.4875,2.08,2031.0,17.52,0,0,0,21.9,2002,1.03,0,0,67,0,0,4.4,47.7
301.7985,68.4,7.09,845.0,45.67,0,0,0,22.9,2011,1.03,0,0,90,0,0,5.1,59.5
247.4625,86.9,0.18,1193.0,0.67,0,0,0,23.7,2009,0.02,0,0,83,0,0,3.9,61.5
185.622,45.3,0.15,1037.0,19.58,0,0,0,28.0,2013,0.13,0,0,71,1,0,6.3,70.0
91.343,17.2,1.5,4095.0,11.18,0,0,0,26.3,2015,0.04,0,0,98,0,0,7.0,75.9
131.7765,5.1,10.95,12721.0,9.84,0,1,0,27.2,2015,0.08,1,0,88,0,0,11.8,75.6
172.978,16.0,7.4,2720.0,2.86,0,0,0,26.9,2014,0.36,0,0,92,0,0,11.6,71.3
253.2655,57.5,0.73,1489.0,0.65,0,0,0,22.8,2005,0.19,0,0,95,0,1,2.3,65.3
83.5945,18.5,5.17,2851.0,2.99,0,0,0,25.7,2006,0.03,0,0,98,0,0,9.2,75.4
200.3665,48.1,2.3,3240.0,12.15,1,0,0,25.2,2002,0.37,0,0,87,0,0,3.8,68.7
154.948,22.0,3.6,1851.0,5.98,1,0,0,26.9,2012,0.11,0,0,98,0,0,6.3,73.0
102.167,26.7,0.4,3957.0,36.66,0,0,0,25.1,2011,0.02,0,0,95,0,0,7.4,75.2
164.9795,28.1,0.85,2553.0,0.2,0,0,0,25.7,2004,0.17,0,1,63,0,0,6.5,68.2
99.551,20.1,3.89,4319.0,56.0725,0,0,0,22.9,2007,0.1,0,0,92,0,1,7.0,73.6
95.93,9.5,0.14,29268.875,0.37,0,0,0,25.8,2005,0.1,0,0,99,0,1,8.5,74.0
165.233,4.9,14.2,14264.0,2.9,0,1,0,26.4,2015,0.09,1,0,94,0,0,13.0,74.3
276.8135,14.5,6.82,2144.0,47.11,0,0,0,26.0,2005,0.4,0,0,97,0,0,11.2,68.0
234.2095,84.7,0.14,381.0,47.7,0,0,0,21.5,2002,0.53,0,0,74,0,1,3.3,60.7
185.858,24.4,2.63,5391.0,0.87,0,0,0,27.6,2015,0.12,0,1,99,0,0,10.8,67.1
334.717,112.9,0.86,501.0,5.2,0,0,0,22.2,2002,1.03,0,0,81,0,0,4.1,53.7
154.351,12.4,7.1,5531.0,56.0725,0,0,0,24.0,2012,0.2,0,0,98,0,1,7.7,75.0
78.8295,3.7,9.52,18585.0,10.46,0,1,0,25.7,2013,0.14,1,0,98,0,0,8.6,80.7
332.612,150.4875,0.17,637.0,8.42,0,0,0,21.9,2001,1.03,0,0,57,0,0,1.5,51.3
100.861,4.0,8.49,6517.0,0.62,0,0,0,26.5,2015,0.03,0,0,82,0,0,11.3,76.4
89.2665,4.0,11.47,19986.0,10.56,0,1,0,25.8,2008,0.17,1,0,97,0,0,7.8,78.5
456.61306250000007,92.6,2.55,1109.0,2.03,0,0,0,24.8,2013,1.03,0,0,93,0,0,6.0,48.7
71.4415,4.3,8.01,29268.875,56.0725,0,1,0,22.5,2001,0.17,0,0,83,0,1,10.8,81.4
213.186,36.2,4.39,1876.0,56.0725,0,0,0,22.3,2002,0.01,0,0,51,0,1,7.9,68.9
275.964,68.9,0.3,1279.0,0.62,0,0,0,22.4,2002,0.24,0,0,83,0,1,2.3,62.7
104.853,4.9,9.62,6203.0,0.62,0,0,0,26.3,2013,0.03,0,0,90,0,0,11.2,76.5
72.6245,4.0,7.62,18124.0,11.05,0,1,0,27.1,2012,0.09,1,0,98,0,0,10.3,80.6
365.883,132.3,0.68,780.0,13.66,0,0,0,21.8,2014,0.42,0,0,51,0,0,2.2,52.8
119.683,19.1,2.1,4012.0,0.19,0,0,0,31.199999999999996,2012,0.17,0,1,64,0,0,10.2,72.1
141.3175,29.3,1.82,2867.0,0.24,0,0,0,26.0,2011,0.17,0,1,63,0,0,6.7,69.3
277.2635,116.6,0.58,701.0,16.45,0,0,0,22.8,2013,0.44,0,0,69,0,0,2.2,56.6
75.948,3.9,8.32,22839.0,11.11,0,1,0,27.0,2009,0.09,1,0,95,0,0,10.1,80.2
191.823,60.7,3.03,1277.0,24.65,0,0,0,24.8,2000,0.02,0,0,99,0,1,9.1,67.2
79.534,4.9,9.1,22118.0,10.96,0,1,0,26.9,2004,0.04,1,0,92,0,0,9.6,79.0
113.603,9.2,4.29,3172.0,3.76,0,0,0,24.9,2003,0.08,0,0,92,0,0,7.2,74.9
379.164,124.2,5.1,1230.0,18.22,0,0,0,23.7,2006,1.03,0,0,81,0,0,5.2,53.2
173.308,28.5,3.64,1616.0,5.51,1,0,0,26.4,2006,0.13,0,0,88,0,0,5.6,71.4
183.408,22.2,5.13,5339.0,0.11,1,0,0,25.5,2000,0.4,0,0,99,0,0,7.6,70.8
202.2175,23.8,1.96,4532.0,0.85,0,0,0,27.0,2008,0.06,0,1,99,0,0,9.4,66.5
98.033,5.0,12.26,19110.0,10.48,0,1,0,25.7,2004,0.19,1,0,94,0,0,7.4,77.7
407.207,150.4875,0.42,598.0,9.73,0,0,0,21.2,2004,1.03,0,0,51,0,0,1.4,48.3
74.296,8.7,1.69,29268.875,8.55,0,0,0,28.0,2010,0.13,0,0,94,1,0,9.9,76.3
194.199,27.7,5.4,1486.0,0.19,1,0,0,24.6,2013,0.16,0,0,97,0,0,5.2,68.7
158.8825,10.9,6.49,3903.0,3.72,0,0,0,27.3,2014,0.14,0,0,91,0,0,12.6,72.7
67.171,4.1,9.42,29268.875,5.68,0,1,0,25.3,2015,0.03,1,0,88,0,0,12.5,80.7
60.075,9.4,1.09,29268.875,1.65,0,0,0,28.4,2009,0.05,0,0,99,1,0,9.2,78.9
89.883,3.2,9.96,29268.875,5.34,0,1,0,26.0,2009,0.08,1,0,88,0,0,12.2,79.7
297.8265,138.3,3.48,562.0,1.38,0,0,0,22.7,2006,1.03,0,0,83,0,0,2.3,52.7
176.2165,40.1,1.81,1656.0,26.49,0,0,0,25.5,2006,0.13,0,0,98,0,1,9.9,68.7
139.9,26.3,3.0,1856.0,3.02,0,0,0,25.8,2003,0.08,0,0,93,0,0,10.8,72.3
53.4515,4.4,9.87,29268.875,8.0,0,1,0,25.1,2012,0.06,0,0,88,0,0,13.4,82.7
89.2395,5.7,4.65,7694.0,11.32,1,0,0,25.6,2015,0.16,0,0,99,0,0,11.4,78.6
76.0075,6.6,2.83,28107.0,6.44,0,1,0,26.2,2001,0.08,0,0,96,1,0,12.1,79.4
121.2965,21.7,0.026,5260.0,56.0725,0,0,0,25.6,2008,0.12,0,0,99,1,0,8.6,73.0
65.986,4.6,8.98,29268.875,56.0725,0,1,0,25.6,2004,0.09,1,0,96,0,0,9.1,80.8
406.792,150.4875,11.33,1764.0,56.0725,0,0,0,22.5,2003,1.03,0,0,51,0,0,5.2,47.2
303.7545,97.3,3.65,1281.0,8.75,1,0,0,23.5,2002,1.03,0,0,60,0,0,4.0,57.7
184.567,9.0,13.28,9829.0,10.16,0,1,0,26.1,2002,0.08,1,0,88,0,0,10.3,72.3
93.5665,8.4,8.35,12973.0,17.4,0,0,1,27.6,2012,0.19,0,0,90,0,0,9.9,79.2
456.61306250000007,55.1,1.01,4044.0,2.04,0,0,0,23.6,2008,1.03,0,0,83,0,0,6.1,53.8
99.7875,5.4,13.92,29268.875,56.0725,0,1,0,24.8,2000,0.11,1,0,51,0,0,9.8,79.1
97.277,25.5,0.54,4112.0,38.92,0,0,0,25.4,2014,0.04,0,0,95,0,0,7.9,75.9
119.304,21.9,0.56,4679.0,6.26,0,0,0,28.3,2007,0.13,0,0,98,1,0,9.8,72.9
136.066,18.3,7.81,8943.0,37.68,0,0,1,26.3,2002,0.15,0,0,66,0,0,9.2,73.9
152.8845,20.2,4.54,4890.0,43.74,0,0,1,25.4,2007,0.21,0,0,93,0,0,7.2,74.7
